Daily average humidity [%]
Date	No. of days	Subbasin-ID.
0	0	4	3	2	1	107	106	105	104	103	94	93	92	91	90	88	87	101	100	99	98	97	96	95	78	76	75	74	73	71	86	85	83	82	81	80	79	61	60	59	58	56	55	69	66	65	63	46	45	44	41	40	52	51	50	49	48	30	28	26	25	37	36	35	33	32	31	13	12	11	10	9	19	18	16	15
01012000	1	81	75	84	84	82	82	80	78	75	93	93	93	94	94	94	96	82	89	92	92	92	93	93	94	94	94	94	94	95	98	98	96	95	95	95	96	94	94	94	94	93	93	94	94	94	94	94	93	94	92	93	92	94	94	94	94	78	75	68	68	90	90	92	82	82	75	94	96	96	96	96	79	84	94	94
02012000	2	79	69	79	79	76	76	73	72	69	89	90	91	90	90	91	93	75	85	88	89	89	89	90	90	90	92	92	92	90	95	95	93	93	90	92	92	89	90	91	90	89	90	90	89	89	90	91	91	91	90	92	89	91	91	90	90	76	69	64	64	89	89	91	75	75	69	91	93	94	94	93	73	79	89	91
03012000	3	83	73	73	73	70	70	68	73	73	92	93	92	92	93	91	93	75	86	89	90	90	90	91	92	92	94	92	92	92	95	95	93	94	92	92	92	93	94	93	92	90	91	93	94	94	92	92	92	92	91	92	90	92	92	92	92	80	73	70	70	90	90	92	75	75	73	91	93	95	95	93	72	73	94	94
04012000	4	86	77	68	68	66	66	64	74	77	95	96	93	94	95	92	94	76	87	91	93	93	94	94	94	94	93	93	93	94	94	94	94	93	94	91	92	94	94	93	94	94	93	95	95	95	94	91	94	91	93	92	93	91	91	93	93	84	77	78	78	92	92	93	76	76	77	92	91	94	94	94	72	68	95	94
05012000	5	85	77	72	72	67	67	62	75	77	93	92	90	91	93	90	91	80	88	91	91	91	91	92	92	92	92	91	91	90	92	92	91	91	90	90	90	94	94	94	93	91	93	92	94	94	93	94	93	94	93	93	91	94	94	94	94	83	77	73	73	92	92	93	80	80	77	90	90	91	91	91	72	72	94	92
06012000	6	90	88	85	85	82	82	80	87	88	90	90	90	91	90	91	89	91	92	92	90	90	89	89	91	91	92	92	92	91	86	86	89	90	91	90	89	92	93	92	91	89	91	91	92	92	91	92	93	92	92	94	90	92	92	93	93	90	88	86	86	92	92	93	91	91	88	91	88	88	88	89	85	85	92	92
07012000	7	89	85	85	85	81	81	78	85	85	93	92	93	93	93	93	91	88	93	95	93	93	92	92	93	93	93	93	93	92	89	89	91	91	92	92	92	93	94	94	93	92	92	93	94	94	93	93	93	93	94	94	93	93	93	93	93	88	85	82	82	94	94	94	88	88	85	93	92	90	90	91	83	85	94	94
08012000	8	89	85	83	83	82	82	82	84	85	92	92	92	92	92	90	90	86	92	94	92	92	92	92	92	92	91	90	90	90	90	90	90	89	90	91	91	93	93	92	92	92	92	92	92	92	92	91	93	91	93	93	92	91	91	93	93	88	85	84	84	93	93	94	86	86	85	90	92	88	88	90	84	83	92	91
09012000	9	92	90	86	86	90	90	94	89	90	89	88	89	90	90	90	89	88	89	89	90	90	89	88	90	90	92	91	91	90	89	89	89	90	90	91	91	91	93	92	90	89	90	90	91	91	90	92	92	92	92	93	90	92	92	92	92	92	90	92	92	92	92	93	88	88	90	90	92	88	88	89	90	86	91	92
